id,consent,priority,phys,rus,math,indiv,total
1064,True,2,76,92,92,9,270
1081,True,1,69,76,69,10,224
938,True,3,97,81,88,0,267
888,False,2,81,87,89,5,263
659,True,1,59,60,66,6,191
199,True,1,86,87,95,8,279
521,True,1,63,72,61,4,200
78,True,2,83,84,83,10,262
883,True,3,74,81,74,0,231
1118,True,1,59,61,62,0,182
499,False,2,65,68,67,9,210
1460,False,1,79,81,80,1,242
1518,True,1,53,57,49,4,162
871,True,3,100,100,94,10,307
222,True,3,85,81,93,3,264
567,True,2,70,82,82,9,244
458,True,1,99,84,83,1,270
993,True,2,76,81,83,6,249
1087,False,2,86,92,89,1,269
1020,True,1,83,86,79,4,253
107,True,1,56,54,54,6,169
1463,True,2,50,62,73,6,191
480,True,1,80,73,76,7,236
841,True,4,66,64,62,6,196
301,True,1,90,87,87,9,274
1146,True,2,71,78,73,1,226
941,True,2,71,79,77,10,237
1361,True,1,100,100,99,1,301
1143,False,2,78,92,84,9,265
589,True,1,84,86,84,1,258
48,True,1,71,74,77,0,224
830,True,1,74,67,61,3,206
520,True,1,72,76,76,9,234
1016,True,1,89,91,86,10,278
952,True,1,81,85,88,7,262
1362,True,1,74,86,80,9,252
874,True,2,71,77,79,6,234
229,True,1,44,50,48,6,147
681,True,2,68,73,62,4,209
1111,True,1,63,69,61,9,202
142,True,1,82,84,77,0,243
200,True,1,69,70,69,0,209
1039,True,1,85,95,92,0,275
1049,True,3,87,89,82,8,269
293,True,1,56,69,65,4,193
801,True,2,66,73,74,9,224
273,True,1,86,98,96,0,281
40,True,1,80,92,86,5,266
779,False,1,73,69,64,1,209
560,True,1,71,74,69,2,216
813,True,2,76,80,74,5,235
718,True,1,71,66,65,1,202
945,True,1,62,64,62,7,196
216,True,2,74,63,71,7,217
361,True,1,80,82,88,8,261
268,True,1,67,51,61,10,190
862,True,1,92,82,77,5,259
1513,True,2,77,82,68,3,231
926,False,2,44,52,50,0,147
1032,True,1,93,86,85,7,272
652,True,1,73,71,72,1,218
742,True,1,79,78,78,10,245
1,True,2,60,67,58,9,194
461,True,1,91,86,81,4,263
602,True,1,70,81,73,9,233
181,True,1,93,87,100,1,282
872,True,3,71,78,74,8,233
932,True,1,85,93,86,1,269
341,True,1,87,80,86,0,254
1157,True,2,86,91,88,0,268
1107,True,1,80,84,86,9,262
1078,True,2,60,71,64,0,197
1153,True,4,73,91,84,1,250
561,True,1,62,81,79,9,231
1027,True,2,80,94,82,0,258
74,True,1,85,82,87,0,256
1003,True,2,95,94,90,7,289
190,True,2,84,83,87,0,255
248,True,1,70,76,80,7,234
1371,True,1,77,75,74,8,236
745,True,2,78,72,74,9,235
656,True,4,78,78,86,8,252
951,True,1,73,76,85,4,239
920,True,4,84,96,94,0,278
1549,False,2,74,87,81,4,246
1100,True,1,66,70,68,9,214
454,True,2,80,85,82,10,258
456,True,2,67,74,68,5,214
800,True,4,72,83,78,2,234
1524,True,1,62,71,82,7,222
1121,True,3,100,92,99,10,303
289,True,1,73,80,76,8,239
735,False,3,74,70,72,0,217
174,True,1,60,45,56,2,163
595,True,2,83,81,79,0,244
587,True,1,72,79,74,4,229
968,True,2,63,69,67,1,200
512,True,1,67,73,61,3,205
689,True,2,47,52,48,0,147
698,True,1,66,67,64,9,205
1061,True,1,56,69,59,5,189
1083,True,2,75,77,72,0,227
9,True,3,81,95,97,4,279
343,True,1,57,61,69,2,190
1530,True,1,79,71,77,4,232
1140,True,1,64,61,56,5,186
1089,True,1,72,67,83,5,228
349,True,1,55,59,53,9,176
175,True,1,67,63,69,7,207
1378,True,1,68,63,83,6,219
836,True,4,56,55,54,9,173
538,True,1,68,69,81,9,227
185,True,3,94,100,92,7,294
515,True,3,62,55,64,2,182
19,True,1,75,67,62,3,208
103,True,1,65,77,72,7,220
262,True,1,83,79,79,8,250
854,True,2,64,52,64,6,186
49,True,1,68,69,71,0,208
525,True,2,74,78,81,5,239
996,True,1,56,54,62,7,177
768,True,1,70,74,66,10,223
825,True,3,75,82,79,0,237
1076,True,1,73,76,74,4,227
1539,True,2,72,77,69,0,219
533,True,1,79,84,90,7,262
287,True,2,71,86,70,1,230
853,True,2,76,76,80,2,235
1342,True,1,73,80,70,4,230
