id,consent,priority,phys,rus,math,indiv,total
1064,False,3,76,92,92,10,272
1410,False,2,54,79,67,5,206
14,True,1,83,75,74,2,235
1081,False,3,69,76,69,10,224
938,False,2,97,81,88,1,269
481,False,1,73,58,64,2,198
1430,False,1,94,93,98,10,295
659,False,2,59,60,66,6,193
199,False,4,86,87,95,9,279
1118,True,3,59,61,62,0,182
499,False,1,65,68,67,10,211
222,False,1,85,81,93,3,263
1194,True,2,88,78,80,10,256
317,False,2,69,82,81,2,236
458,False,3,99,84,83,0,266
1015,True,2,77,80,75,5,237
993,False,1,76,81,83,6,249
1020,True,2,83,86,79,5,255
841,False,2,66,64,62,7,199
301,True,2,90,87,87,8,273
1146,True,1,71,78,73,1,224
941,False,1,71,79,77,9,237
1424,False,2,80,89,93,7,270
645,False,2,78,79,75,7,240
439,True,2,80,82,83,3,248
1251,False,2,65,69,68,7,211
830,True,4,74,67,61,0,203
520,False,2,72,76,76,10,233
1016,False,3,89,91,86,9,277
952,True,2,81,85,88,6,261
229,False,4,44,50,48,7,149
1439,False,2,66,74,71,8,221
1210,True,2,82,87,90,2,263
681,True,4,68,73,62,3,206
1111,False,3,63,69,61,9,201
1192,False,1,76,79,86,4,246
200,False,3,69,70,69,1,211
1039,True,3,85,95,92,0,274
1049,True,1,87,89,82,10,269
1235,False,2,72,71,73,8,226
293,False,2,56,69,65,4,196
801,True,1,66,73,74,10,222
1394,False,1,74,76,72,9,231
1407,False,2,80,84,76,9,250
308,False,1,77,76,85,4,244
779,True,4,73,69,64,0,207
1167,True,2,86,85,87,4,264
813,False,3,76,80,74,3,235
718,True,2,71,66,65,1,203
945,False,3,62,64,62,9,199
216,False,3,74,63,71,7,216
862,False,3,92,82,77,5,254
926,False,3,44,52,50,0,146
1032,False,3,93,86,85,8,272
652,False,4,73,71,72,0,217
1599,False,1,87,82,82,4,254
742,True,4,79,78,78,9,245
1,False,3,60,67,58,8,192
461,False,2,91,86,81,3,261
181,True,3,93,87,100,3,285
932,False,3,85,93,86,2,269
1157,False,4,86,91,88,0,266
1107,False,3,80,84,86,8,260
1188,False,2,69,82,80,5,237
1078,False,3,60,71,64,0,196
1153,False,1,73,91,84,0,251
1244,False,2,89,91,92,0,273
1270,True,2,79,84,83,0,249
1027,False,1,80,94,82,0,259
1265,False,2,57,67,56,7,185
21,True,2,79,76,78,0,235
1003,False,4,95,94,90,7,289
1426,True,1,69,76,72,7,224
190,False,3,84,83,87,2,255
248,True,3,70,76,80,7,234
745,False,3,78,72,74,6,231
656,True,2,78,78,86,6,249
84,True,1,54,57,80,4,197
951,True,4,73,76,85,3,239
305,True,1,78,83,78,3,244
920,False,2,84,96,94,2,277
1100,True,4,66,70,68,7,211
454,True,1,80,85,82,9,257
456,False,1,67,74,68,6,217
237,False,2,72,84,77,7,241
800,False,3,72,83,78,3,238
1196,True,2,82,75,82,3,242
1221,False,1,87,91,80,4,264
1184,False,2,86,83,77,1,250
1121,False,2,100,92,99,9,302
735,False,2,74,70,72,0,217
1234,False,2,72,61,63,2,199
968,False,4,63,69,67,1,202
512,False,2,67,73,61,2,203
689,True,4,47,52,48,0,147
1185,True,1,98,89,100,2,291
698,False,4,66,67,64,6,202
1061,False,2,56,69,59,6,191
1083,False,1,75,77,72,2,226
803,False,1,99,97,95,6,300
1140,True,4,64,61,56,6,187
1089,False,4,72,67,83,4,228
1216,True,1,87,91,88,4,271
836,False,2,56,55,54,9,174
538,True,2,68,69,81,8,227
185,True,4,94,100,92,6,293
515,False,4,62,55,64,2,183
1384,False,2,57,63,61,2,181
1580,True,1,100,93,92,9,296
262,False,3,83,79,79,10,252
854,False,1,64,52,64,6,187
1604,True,1,67,59,68,1,196
525,True,1,74,78,81,6,239
1214,True,1,65,65,67,4,200
996,False,3,56,54,62,5,177
1168,False,1,74,75,76,4,229
768,False,3,70,74,66,7,218
825,False,4,75,82,79,2,240
533,True,2,79,84,90,6,261
287,False,4,71,86,70,0,229
853,False,1,76,76,80,1,232
1342,True,3,73,80,70,4,227
1263,False,2,74,84,72,2,232
423,False,1,73,72,68,4,218
929,False,3,76,78,80,9,243
954,False,3,74,73,64,3,216
822,False,4,69,73,60,7,212
1340,False,2,87,82,87,8,265
1250,False,2,72,69,72,2,216
642,False,4,71,65,73,9,218
1411,False,2,72,76,79,6,234
1274,True,1,81,83,74,2,242
1273,True,1,77,76,75,10,239
288,True,4,62,74,61,8,207
747,False,2,59,64,61,3,187
263,False,3,70,74,85,6,236
946,False,4,56,67,65,9,198
116,True,1,69,74,78,7,232
664,False,1,67,70,74,3,216
625,False,4,100,98,97,7,306
835,False,4,59,72,66,8,205
1091,False,3,60,66,72,0,197
