id,consent,priority,phys,rus,math,indiv,total
420,False,1,82,83,78,1,244
160,False,1,75,79,74,1,231
292,True,3,62,70,63,0,196
82,False,2,77,79,85,10,251
388,False,1,91,91,83,6,271
23,False,2,61,64,60,7,193
404,True,1,85,92,88,9,275
78,False,1,83,84,83,10,259
31,False,1,77,75,81,6,240
390,True,2,82,84,77,10,252
135,False,1,99,86,94,6,286
244,False,1,76,62,79,1,220
302,True,3,60,81,78,0,219
543,False,2,76,78,76,2,230
267,True,2,69,62,71,9,211
194,False,3,81,66,86,0,233
380,False,2,77,74,75,4,230
287,False,2,71,86,70,0,227
435,False,1,77,72,77,0,225
222,False,2,85,81,93,6,265
289,False,2,73,80,76,8,238
596,False,1,69,58,66,0,193
227,False,2,71,76,79,2,228
273,False,2,86,98,96,0,281
381,False,2,87,100,90,2,278
336,False,2,78,72,70,2,222
546,False,2,52,53,66,8,179
1,False,2,60,67,58,10,196
392,True,1,71,62,58,10,202
542,False,2,84,82,88,4,258
240,True,3,65,73,68,6,212
9,False,3,81,95,97,4,276
216,False,1,74,63,71,7,215
585,True,2,61,63,76,9,207
584,True,1,85,76,80,7,247
133,False,1,78,80,72,8,237
541,False,1,44,61,60,0,164
417,True,1,73,71,71,4,221
195,False,3,91,98,83,4,279
438,False,1,64,69,72,1,205
323,True,1,88,94,80,10,272
604,True,1,66,72,67,5,209
586,False,2,79,81,70,3,233
574,False,1,66,71,82,5,225
299,True,1,83,84,91,4,263
11,False,3,66,62,59,4,192
77,False,1,59,69,68,2,200
555,True,2,66,71,70,3,210
321,True,1,76,83,83,1,242
167,False,2,62,54,75,7,200
441,True,1,85,86,83,0,252
442,True,2,97,93,93,4,289
610,False,1,93,80,89,3,265
608,True,1,67,65,70,3,204
52,True,1,84,76,86,10,255
53,True,2,67,62,67,10,206
190,False,1,84,83,87,1,256
236,False,1,77,79,92,4,251
424,False,2,70,69,71,9,219
569,True,1,73,68,65,9,214
141,True,1,79,83,81,7,250
413,False,2,60,69,77,7,214
554,False,2,86,93,89,6,277
297,False,2,63,74,66,8,211
35,True,1,75,72,70,6,224
565,True,2,81,81,84,3,250
445,False,2,48,62,61,3,174
557,True,2,69,81,74,4,229
85,False,1,80,84,79,1,243
409,True,2,85,89,84,6,266
587,False,1,72,79,74,5,230
207,False,1,87,84,80,3,256
562,True,2,51,57,65,6,180
121,False,1,53,62,62,4,181
28,True,1,64,60,71,7,202
233,False,2,62,59,73,9,204
589,False,1,84,86,84,1,257
268,False,3,67,51,61,8,187
422,False,1,60,64,58,4,187
288,True,2,62,74,61,9,206
161,False,2,82,83,85,6,256
109,False,2,82,82,83,0,246
95,False,1,66,76,80,9,231
