id,consent,priority,phys,rus,math,indiv,total
1,False,4,60,67,58,9,193
2,False,3,65,74,72,6,217
3,False,3,78,81,74,3,235
4,False,2,79,85,90,5,258
5,False,2,72,83,80,9,244
6,False,1,60,64,66,7,198
7,True,3,60,77,64,2,203
10,False,1,82,78,81,2,242
11,False,3,66,62,59,3,188
12,False,2,65,66,65,1,198
13,False,2,89,89,84,10,272
14,False,1,83,75,74,3,235
15,False,2,53,54,52,7,164
16,False,2,74,79,77,7,235
17,False,2,66,65,62,2,195
18,False,2,68,72,68,8,215
19,False,2,75,67,62,3,206
20,False,1,65,62,65,10,201
21,False,2,79,76,78,0,232
50,False,2,79,89,86,3,256
51,False,1,57,66,71,5,197
52,False,1,84,76,86,9,255
53,True,2,67,62,67,9,205
54,False,1,76,73,68,10,225
55,False,1,64,71,71,7,213
56,False,1,78,92,88,0,257
57,False,1,82,85,88,3,259
58,False,2,99,100,100,7,306
59,False,2,67,85,78,8,237
60,False,2,89,84,85,2,259
61,False,1,83,89,85,9,265
62,False,2,66,72,77,10,225
63,False,2,73,70,68,6,217
64,False,1,88,89,95,1,272
65,False,2,70,68,77,6,221
66,False,1,76,77,78,8,238
67,False,1,73,78,78,7,236
68,False,2,83,82,81,10,256
69,False,1,71,71,74,5,222
70,True,2,84,71,73,7,234
71,False,2,77,85,71,5,237
110,True,1,48,59,63,3,173
111,False,1,78,73,77,10,238
112,False,1,79,75,73,0,227
113,False,1,58,72,69,3,202
114,False,1,69,67,77,7,221
115,True,1,60,66,60,5,191
116,False,1,69,74,78,7,227
117,False,1,84,83,87,1,255
118,False,1,61,74,70,4,208
