id,consent,priority,phys,rus,math,indiv,total
31,True,1,77,75,81,7,242
61,False,2,83,89,85,8,267
53,False,2,67,62,67,9,204
23,True,1,61,64,60,8,193
58,False,2,99,100,100,6,306
120,False,1,99,96,100,1,296
4,False,2,79,85,90,5,260
141,False,1,79,83,81,7,249
160,False,1,75,79,74,2,230
132,True,1,74,82,81,7,245
121,True,1,53,62,62,1,177
22,False,2,73,76,79,1,229
166,True,1,76,78,73,4,230
125,True,1,60,66,67,8,201
144,True,1,82,74,72,6,233
3,False,2,78,81,74,2,237
157,False,1,62,72,67,5,207
85,True,2,80,84,79,1,246
36,False,2,58,66,62,10,194
136,False,1,85,85,81,1,251
140,True,1,65,80,72,10,226
77,True,1,59,69,68,5,201
153,False,2,70,69,66,9,214
10,False,2,82,78,81,2,243
74,False,2,85,82,87,0,254
78,False,2,83,84,83,10,260
80,False,2,70,58,59,10,198
81,False,1,63,69,65,0,197
128,True,2,66,69,71,8,214
129,True,2,74,75,71,4,223
57,False,2,82,85,88,5,262
86,True,1,59,57,64,10,189
1,False,3,60,67,58,7,191
11,True,1,66,62,59,4,189
133,False,1,78,80,72,8,238
79,True,1,73,76,75,0,226
33,False,2,70,80,76,6,233
145,False,1,58,67,57,10,194
126,False,2,80,75,73,7,235
124,True,1,63,54,74,0,191
146,True,2,91,95,92,7,287
149,False,2,93,94,88,6,282
159,True,1,58,69,71,7,204
122,False,1,72,75,79,1,226
55,False,2,64,71,71,9,214
147,False,1,79,91,81,9,261
135,False,1,99,86,94,6,286
123,True,1,76,73,71,4,225
158,True,1,71,72,78,4,224
150,True,1,76,72,75,10,232
34,True,1,62,76,67,8,211
134,False,2,74,78,70,2,224
152,False,2,75,68,69,6,220
83,False,1,56,66,70,2,195
51,True,1,57,66,71,5,199
84,False,2,54,57,80,1,189
165,False,2,74,82,75,1,232
73,False,2,61,62,64,2,190
28,True,2,64,60,71,8,205
9,False,3,81,95,97,5,280
35,True,1,75,72,70,6,224
52,False,1,84,76,86,10,257
5,True,3,72,83,80,10,246
106,False,2,76,77,82,0,236
30,True,2,63,68,52,0,184
8,False,3,73,89,82,2,247
131,False,2,80,82,75,8,247
29,False,2,77,63,81,7,228
163,False,1,76,61,65,7,208
164,True,1,55,68,70,7,201
82,False,2,77,79,85,10,252
130,True,1,79,75,75,4,234
127,False,2,69,80,84,5,239
119,True,2,80,86,74,4,244
139,True,2,63,68,66,10,206
54,True,2,76,73,68,8,225
95,False,2,66,76,80,10,232
42,False,2,61,51,56,1,168
167,False,2,62,54,75,6,196
60,False,2,89,84,85,1,260
156,False,2,71,76,69,4,219
75,False,2,60,67,61,5,193
59,True,2,67,85,78,6,239
161,True,1,82,83,85,6,258
50,False,1,79,89,86,1,256
148,False,2,59,66,59,7,191
76,True,1,62,74,66,2,204
142,True,2,82,84,77,0,244
97,False,1,76,76,81,6,242
32,False,1,82,72,78,0,233
138,False,2,75,81,76,1,235
155,False,2,64,70,71,0,206
92,True,2,64,70,85,10,229
25,False,2,86,79,78,1,245
27,True,1,76,74,69,6,226
56,False,1,78,92,88,0,259
178,False,1,59,69,63,1,192
109,False,2,82,82,83,0,248
2,True,2,65,74,72,10,221
72,True,1,72,77,74,10,232
151,True,2,61,55,60,8,184
181,False,4,93,87,100,2,282
182,True,2,96,100,100,3,299
183,False,4,66,71,66,5,208
184,True,2,64,64,63,1,192
185,False,4,94,100,92,8,295
186,True,3,70,65,70,0,207
187,False,2,65,75,61,0,200
188,True,1,71,79,79,5,235
189,False,4,87,76,84,0,248
190,False,4,84,83,87,2,256
191,False,3,75,83,85,6,249
192,False,3,72,64,77,6,217
193,False,4,79,75,76,3,233
194,False,4,81,66,86,0,231
195,False,2,91,98,83,3,277
196,False,2,64,75,73,6,220
197,True,1,60,61,61,5,185
198,True,2,69,61,64,10,204
199,False,3,86,87,95,8,277
200,True,2,69,70,69,0,207
201,False,4,54,49,50,6,157
202,False,2,68,70,65,1,203
203,False,4,74,84,73,9,242
204,False,4,90,84,90,7,270
205,False,3,63,65,60,1,188
206,True,4,78,90,78,5,252
207,False,4,87,84,80,3,253
208,False,4,70,76,71,2,218
209,False,4,73,79,75,2,228
210,False,4,96,97,87,0,280
211,False,3,79,91,86,2,259
212,True,4,84,81,80,10,255
213,False,2,77,85,80,0,244
214,True,2,75,87,93,0,254
215,False,4,82,73,74,6,235
216,False,2,74,63,71,4,212
217,False,3,62,66,77,8,212
218,True,1,71,88,79,8,245
219,False,1,74,78,62,7,220
220,False,4,100,100,100,7,309
221,False,3,63,75,79,6,223
222,True,2,85,81,93,3,262
223,False,2,90,89,85,0,262
224,False,1,74,82,65,6,225
225,False,3,90,88,87,4,268
226,True,4,44,52,57,9,163
