id,consent,priority,phys,rus,math,indiv,total
534,True,2,93,93,85,4,275
292,True,2,62,70,63,1,198
82,False,1,77,79,85,10,252
360,False,1,82,78,85,7,253
459,False,2,60,59,64,5,189
78,True,2,83,84,83,10,260
353,False,2,58,59,54,1,171
496,False,1,58,54,74,3,190
302,False,2,60,81,78,0,220
543,True,1,76,78,76,2,232
267,True,3,69,62,71,8,210
194,True,2,81,66,86,0,233
210,True,1,96,97,87,0,279
287,False,3,71,86,70,2,230
466,False,1,82,84,72,5,242
465,False,1,69,76,66,2,212
222,True,1,85,81,93,2,263
289,False,1,73,80,76,9,238
489,True,2,64,62,53,6,185
596,True,2,69,58,66,1,196
227,False,1,71,76,79,3,228
273,False,3,86,98,96,1,282
546,False,1,52,53,66,8,179
1,True,1,60,67,58,8,192
375,True,1,59,59,62,7,188
542,False,1,84,82,88,2,257
9,True,2,81,95,97,3,278
37,False,2,64,75,59,3,200
216,False,2,74,63,71,5,213
376,False,1,83,86,88,7,264
585,True,1,61,63,76,10,211
584,True,2,85,76,80,4,246
184,True,1,64,64,63,2,192
39,False,2,59,70,65,6,200
93,False,1,63,63,59,2,186
188,False,2,71,79,79,6,233
518,True,1,95,98,92,7,292
195,False,1,91,98,83,5,279
502,True,1,75,77,81,7,239
257,False,1,80,89,84,0,252
604,False,2,66,72,67,4,210
586,False,1,79,81,70,5,235
574,True,2,66,71,82,3,223
250,True,1,64,59,63,8,197
299,False,3,83,84,91,4,263
11,False,2,66,62,59,5,192
64,True,1,88,89,95,0,271
77,False,2,59,69,68,3,201
555,False,1,66,71,70,5,210
494,False,1,85,80,80,7,251
610,False,2,93,80,89,2,262
608,False,2,67,65,70,3,206
171,False,1,54,64,62,0,178
49,False,2,68,69,71,0,209
344,False,2,80,78,80,2,240
190,False,2,84,83,87,0,254
486,False,1,77,84,81,10,251
491,False,1,80,85,87,7,259
340,True,1,85,83,72,7,247
99,True,2,70,78,75,5,226
485,True,1,86,77,76,5,244
533,False,2,79,84,90,9,261
495,True,2,75,85,82,1,243
454,False,1,80,85,82,9,256
554,True,1,86,93,89,5,273
248,False,1,70,76,80,6,232
297,False,3,63,74,66,7,210
169,True,1,93,98,91,3,286
509,False,1,63,75,67,5,210
565,False,1,81,81,84,3,249
557,False,1,69,81,74,5,229
85,False,2,80,84,79,4,247
251,True,1,77,73,75,8,234
301,True,1,90,87,87,9,272
587,True,2,72,79,74,5,229
207,False,2,87,84,80,4,256
562,True,1,51,57,65,3,177
28,True,2,64,60,71,7,202
249,False,3,60,75,63,2,200
100,False,1,66,66,73,1,207
71,False,1,77,85,71,4,238
589,True,2,84,86,84,1,256
268,False,1,67,51,61,8,186
469,False,2,82,80,80,2,244
288,False,3,62,74,61,8,206
109,False,1,82,82,83,0,248
368,True,1,55,42,45,6,148
484,False,1,68,71,66,5,210
41,False,2,71,80,83,3,237
607,False,2,82,73,81,3,239
69,False,1,71,71,74,8,224
526,False,1,60,52,60,4,173
202,True,1,68,70,65,0,203
572,False,1,66,70,69,2,207
545,False,2,79,76,70,1,224
470,False,2,75,80,67,0,223
482,True,1,70,73,73,5,219
456,False,2,67,74,68,7,216
173,False,1,91,90,85,1,269
300,False,3,54,68,63,7,192
208,False,2,70,76,71,4,220
253,True,1,83,74,67,6,229
283,False,2,72,84,78,1,235
186,False,1,70,65,70,0,205
606,False,1,73,71,72,10,225
530,False,1,79,81,75,8,243
531,False,1,90,86,87,10,274
252,True,1,73,62,69,8,213
516,True,2,49,64,58,9,181
6,False,2,60,64,66,8,197
513,False,2,79,83,75,2,240
209,True,1,73,79,75,4,231
212,False,3,84,81,80,10,256
349,False,2,55,59,53,7,174
72,False,2,72,77,74,10,234
356,False,2,73,64,74,8,218
262,False,1,83,79,79,8,251
500,True,1,59,61,64,5,188
175,True,1,67,63,69,6,205
519,True,1,62,79,71,3,216
26,False,2,47,57,60,6,172
535,False,2,68,60,69,2,201
70,False,2,84,71,73,7,234
74,True,2,85,82,87,0,254
276,False,2,64,77,76,10,227
45,True,1,78,77,72,1,229
48,False,1,71,74,77,1,223
286,True,1,78,84,73,5,244
455,True,1,63,70,77,6,217
98,False,1,73,78,72,5,227
84,False,1,54,57,80,1,192
354,True,1,73,65,66,0,204
544,False,1,69,63,79,6,218
150,False,1,76,72,75,10,233
8,True,1,73,89,82,0,243
364,False,2,77,86,88,0,252
595,False,1,83,81,79,0,244
345,True,1,77,74,70,3,223
180,True,1,80,78,75,8,241
201,False,2,54,49,50,7,159
272,False,1,63,66,63,3,194
140,True,1,65,80,72,9,227
567,False,1,70,82,82,8,243
206,False,4,78,90,78,5,251
358,True,2,72,72,62,3,209
609,False,2,82,82,74,3,241
96,False,2,71,68,79,9,227
223,False,2,90,89,85,0,264
598,False,1,91,90,89,7,277
261,False,2,65,69,75,2,211
115,False,2,60,66,60,4,190
477,True,1,67,65,60,6,198
47,True,2,53,51,55,2,161
219,False,2,74,78,62,8,222
24,True,1,72,83,74,1,232
507,True,1,66,79,76,10,234
221,True,2,63,75,79,7,225
218,True,3,71,88,79,9,247
266,False,3,87,88,78,9,263
285,False,3,41,62,55,2,160
278,False,3,68,75,85,3,232
255,True,1,72,76,81,3,233
480,False,1,80,73,76,10,239
