id,consent,priority,phys,rus,math,indiv,total
46,False,2,76,89,71,0,237
23,False,2,61,64,60,7,190
45,True,1,78,77,72,3,228
14,True,1,83,75,74,4,238
6,True,1,60,64,66,7,198
22,True,1,73,76,79,1,228
102,True,1,78,77,85,1,240
37,True,1,64,75,59,6,203
3,True,1,78,81,74,3,236
48,False,1,71,74,77,2,225
36,False,1,58,66,62,9,194
16,True,1,74,79,77,6,236
43,True,1,69,74,69,2,215
105,True,1,98,98,99,5,300
13,True,1,89,89,84,8,271
39,False,2,59,70,65,5,199
128,True,1,66,69,71,8,214
17,True,1,66,65,62,4,196
1,True,4,60,67,58,8,192
103,False,1,65,77,72,6,221
38,False,2,79,75,73,2,228
133,False,2,78,80,72,8,238
33,True,1,70,80,76,6,233
162,True,1,83,80,77,4,246
49,True,1,68,69,71,1,208
20,True,2,65,62,65,9,200
15,True,1,53,54,52,9,167
7,False,1,60,77,64,3,205
101,True,1,67,75,63,5,211
122,True,2,72,75,79,0,227
47,False,1,53,51,55,3,161
90,True,1,63,80,69,10,221
147,False,2,79,91,81,8,260
96,False,2,71,68,79,9,229
34,True,2,62,76,67,6,209
134,True,1,74,78,70,2,224
107,True,1,56,54,54,5,169
165,True,1,74,82,75,2,231
9,True,2,81,95,97,4,278
35,True,2,75,72,70,5,223
104,False,1,67,72,81,5,225
5,True,1,72,83,80,10,247
106,True,1,76,77,82,1,236
30,True,1,63,68,52,1,183
8,True,1,73,89,82,1,247
100,True,2,66,66,73,0,204
99,True,1,70,78,75,7,232
108,True,2,95,96,84,4,281
174,True,1,60,45,56,1,163
29,True,1,77,63,81,6,225
163,True,2,76,61,65,6,208
44,True,2,55,65,64,7,190
19,True,1,75,67,62,3,208
91,True,1,82,86,87,4,261
95,True,1,66,76,80,9,232
42,True,1,61,51,56,1,169
94,True,1,50,63,62,8,183
167,True,1,62,54,75,9,199
26,True,1,47,57,60,6,170
75,True,1,60,67,61,5,192
161,True,2,82,83,85,5,257
18,True,1,68,72,68,9,218
21,True,2,79,76,78,0,233
97,True,2,76,76,81,6,240
32,False,2,82,72,78,0,231
118,True,1,61,74,70,5,210
12,True,1,65,66,65,0,197
89,True,1,68,65,71,3,207
92,True,1,64,70,85,10,232
25,True,1,86,79,78,5,248
98,False,2,73,78,72,5,227
24,True,1,72,83,74,1,229
27,True,2,76,74,69,5,224
87,False,1,69,64,73,4,210
40,True,2,80,92,86,6,264
88,True,2,68,83,72,7,231
41,True,1,71,80,83,2,237
2,True,1,65,74,72,8,220
151,True,1,61,55,60,8,183
181,True,1,93,87,100,3,283
182,True,3,96,100,100,3,300
183,False,2,66,71,66,3,207
184,True,4,64,64,63,3,195
185,False,2,94,100,92,5,292
186,True,1,70,65,70,2,207
187,True,1,65,75,61,1,202
188,True,3,71,79,79,4,233
189,True,1,87,76,84,0,249
190,False,3,84,83,87,2,256
191,False,1,75,83,85,10,252
192,False,4,72,64,77,7,220
193,False,1,79,75,76,2,233
194,True,3,81,66,86,0,234
195,True,3,91,98,83,4,277
196,True,1,64,75,73,4,216
197,True,3,60,61,61,4,186
198,False,4,69,61,64,8,201
199,True,4,86,87,95,8,277
200,False,1,69,70,69,0,208
201,True,2,54,49,50,6,158
202,True,3,68,70,65,0,203
203,True,2,74,84,73,8,239
204,False,1,90,84,90,6,268
205,True,1,63,65,60,0,188
206,True,3,78,90,78,3,249
207,True,2,87,84,80,4,256
208,False,1,70,76,71,2,220
209,True,3,73,79,75,5,233
210,False,2,96,97,87,0,281
211,True,1,79,91,86,2,258
212,True,2,84,81,80,10,258
213,True,3,77,85,80,0,243
214,False,4,75,87,93,1,258
215,True,1,82,73,74,7,236
216,True,1,74,63,71,7,216
217,False,2,62,66,77,9,213
218,True,2,71,88,79,9,249
219,True,2,74,78,62,7,220
220,True,2,100,100,100,5,307
221,False,2,63,75,79,6,225
222,True,1,85,81,93,4,263
223,True,3,90,89,85,0,264
224,True,4,74,82,65,5,225
225,False,4,90,88,87,5,270
226,True,2,44,52,57,10,160
227,False,3,71,76,79,3,231
228,False,2,84,78,85,8,255
229,True,2,44,50,48,9,150
230,True,3,62,65,64,0,191
231,True,1,80,91,85,0,257
232,True,3,73,77,70,10,232
233,True,1,62,59,73,7,201
234,True,2,72,62,70,9,214
235,False,1,68,68,68,5,211
236,True,1,77,79,92,5,254
237,True,2,72,84,77,8,240
238,True,1,71,68,70,6,214
239,False,2,63,72,68,4,207
240,True,3,65,73,68,5,212
241,True,1,85,94,91,9,278
242,False,2,81,79,77,3,241
243,True,1,86,72,82,2,241
244,True,1,76,62,79,1,218
245,True,3,66,64,59,8,198
246,False,2,64,63,65,7,200
247,False,2,80,87,73,1,241
248,True,2,70,76,80,6,232
249,False,2,60,75,63,2,199
250,True,1,64,59,63,9,196
251,False,2,77,73,75,9,233
252,False,3,73,62,69,9,212
253,True,1,83,74,67,7,230
254,False,1,80,71,77,4,233
255,True,2,72,76,81,3,231
256,False,2,82,92,83,6,265
257,False,2,80,89,84,0,256
258,False,1,88,80,77,3,249
259,True,1,78,92,87,9,266
260,False,1,77,75,86,6,245
261,False,1,65,69,75,3,213
262,False,3,83,79,79,8,250
263,True,3,70,74,85,7,237
264,True,1,76,72,77,8,233
265,True,2,85,81,89,5,260
266,True,3,87,88,78,8,263
267,False,1,69,62,71,9,212
268,True,1,67,51,61,9,186
269,True,2,88,87,91,5,270
270,True,1,72,79,76,1,229
271,True,3,88,77,79,5,249
272,False,1,63,66,63,1,192
273,False,3,86,98,96,1,281
274,True,1,82,84,83,0,249
275,True,1,74,79,79,2,236
276,False,1,64,77,76,9,226
277,False,2,70,82,66,8,227
278,True,1,68,75,85,2,231
279,True,1,64,74,67,10,215
280,False,2,64,66,76,9,215
281,True,1,89,94,92,5,281
282,False,2,62,72,72,2,208
283,True,2,72,84,78,1,236
284,True,3,75,72,76,7,231
303,False,1,70,65,75,4,213
304,True,1,62,67,62,5,195
305,True,1,78,83,78,4,243
306,True,2,84,93,79,10,268
307,False,2,75,67,74,10,225
308,True,1,77,76,85,5,242
309,True,1,99,90,88,10,286
310,False,1,71,67,68,6,214
311,False,2,60,65,60,1,186
312,True,1,60,70,69,1,200
313,True,1,64,62,51,5,184
314,True,1,69,70,72,4,216
315,True,2,72,71,68,10,221
316,True,2,63,64,59,10,198
317,True,2,69,82,81,4,236
318,False,1,44,51,46,5,146
319,True,2,64,68,72,7,212
320,True,2,90,90,96,9,285
321,True,1,76,83,83,3,245
322,True,2,67,82,86,3,239
323,True,1,88,94,80,9,273
324,True,2,87,89,88,6,271
325,True,2,80,85,79,6,252
326,True,1,68,73,78,4,224
327,True,2,62,62,63,0,186
328,True,1,81,71,76,3,230
329,True,2,58,78,69,8,215
330,True,1,65,70,72,8,216
331,True,2,61,66,68,8,204
332,True,1,63,80,84,1,227
333,True,1,65,69,75,4,213
334,False,2,83,85,90,0,258
335,True,2,65,56,62,3,187
336,True,1,78,72,70,4,224
337,True,2,93,96,94,3,286
338,False,1,65,78,77,9,230
339,True,1,89,83,84,3,259
340,False,1,85,83,72,9,249
341,True,1,87,80,86,0,253
342,False,1,75,72,88,9,244
343,True,2,57,61,69,2,188
344,True,1,80,78,80,0,239
345,False,2,77,74,70,1,221
346,False,2,63,63,58,4,188
347,True,2,71,71,79,3,223
348,True,1,57,63,67,6,192
349,True,1,55,59,53,7,173
350,True,1,76,86,72,5,242
351,True,1,75,73,70,2,219
352,True,2,64,75,65,2,206
353,True,1,58,59,54,3,174
354,False,1,73,65,66,0,204
355,True,2,67,71,68,7,213
356,True,2,73,64,74,8,220
357,True,1,72,83,73,3,231
358,False,1,72,72,62,1,206
359,True,2,80,81,81,4,245
360,False,2,82,78,85,8,253
361,True,2,80,82,88,8,258
362,True,1,61,66,74,4,204
363,True,1,59,76,74,3,213
364,True,1,77,86,88,0,252
365,True,1,79,70,67,8,225
366,True,1,68,71,84,7,229
367,True,1,41,43,60,6,151
368,True,1,55,42,45,7,150
369,True,1,69,85,84,6,243
370,True,1,74,83,72,9,239
371,True,1,86,97,100,3,287
372,True,2,77,86,87,7,257
373,True,1,72,83,78,3,236
374,True,1,79,79,71,3,232
375,True,1,59,59,62,5,186
376,True,2,83,86,88,7,266
377,True,1,58,75,70,0,205
378,False,1,82,82,86,5,254
379,True,1,76,73,79,5,233
