id,consent,priority,phys,rus,math,indiv,total
1,False,1,60,67,58,8,194
2,False,4,65,74,72,9,219
3,True,4,78,81,74,3,235
4,True,1,79,85,90,2,256
5,True,1,72,83,80,10,243
6,False,3,60,64,66,5,193
7,False,2,60,77,64,1,201
8,False,1,73,89,82,2,244
9,False,1,81,95,97,5,278
12,False,1,65,66,65,0,194
13,False,1,89,89,84,8,272
14,False,2,83,75,74,1,233
15,False,1,53,54,52,10,169
16,False,1,74,79,77,7,236
17,False,1,66,65,62,5,196
18,False,1,68,72,68,9,218
19,False,1,75,67,62,4,206
20,False,2,65,62,65,9,200
21,False,1,79,76,78,0,232
22,False,2,73,76,79,2,230
23,False,1,61,64,60,7,191
24,False,2,72,83,74,2,230
25,False,1,86,79,78,5,248
26,False,1,47,57,60,6,169
27,False,2,76,74,69,5,224
28,False,1,64,60,71,8,203
29,False,2,77,63,81,5,225
30,False,2,63,68,52,2,184
31,False,1,77,75,81,6,238
32,False,1,82,72,78,0,231
33,True,1,70,80,76,8,233
34,False,1,62,76,67,7,212
35,False,2,75,72,70,5,223
36,False,2,58,66,62,10,195
37,False,2,64,75,59,3,200
38,False,2,79,75,73,3,230
39,False,1,59,70,65,4,197
40,False,1,80,92,86,7,264
41,False,1,71,80,83,2,235
42,False,2,61,51,56,2,168
43,True,1,69,74,69,0,213
44,False,2,55,65,64,8,191
45,False,1,78,77,72,0,227
46,False,2,76,89,71,0,236
47,False,1,53,51,55,3,161
48,False,1,71,74,77,0,221
49,False,2,68,69,71,2,209
87,False,1,69,64,73,5,211
88,False,1,68,83,72,5,229
89,False,1,68,65,71,4,209
90,False,1,63,80,69,9,222
91,False,1,82,86,87,3,258
92,False,1,64,70,85,10,226
93,False,1,63,63,59,3,188
94,False,1,50,63,62,9,183
95,False,1,66,76,80,10,231
96,False,1,71,68,79,6,224
97,False,1,76,76,81,7,240
98,False,1,73,78,72,5,227
99,False,1,70,78,75,7,232
100,False,1,66,66,73,1,205
101,False,1,67,75,63,5,209
102,False,1,78,77,85,0,239
103,False,1,65,77,72,7,220
104,True,1,67,72,81,6,225
105,False,1,98,98,99,5,300
106,False,1,76,77,82,0,233
107,False,1,56,54,54,5,168
108,False,1,95,96,84,6,280
109,False,1,82,82,83,0,246
